1.1070194,1.0985951,0.008424296,2.0980273e-09
1.136534,1.098596,0.03793798,2.937023e-09
1.1137499,1.0985953,0.015154568,2.4213326e-11
1.1137502,1.0985956,0.015154563,7.647265e-09
1.1739583,1.0985951,0.07536321,6.054699e-12
1.1365318,1.098594,0.037937902,1.7305596e-11
1.1137496,1.0985951,0.015154534,6.2476833e-09
1.1365331,1.0985953,0.037937876,6.144323e-11
1.1739584,1.0985954,0.075363025,5.976205e-12
1.1239449,1.0985955,0.025349354,4.8015834e-11
1.1054971,1.098595,0.0069020498,6.3761396e-09
1.1239434,1.0985941,0.025349343,8.339113e-09
1.1239448,1.0985954,0.025349338,2.2347606e-08
1.1030575,1.098596,0.0044614812,1.0188107e-08
1.1175632,1.0985943,0.01896888,1.3399655e-08
1.1044289,1.0985954,0.0058335247,6.157929e-11
1.102566,1.0985712,0.003994877,5.589733e-09
1.1030358,1.0985743,0.004461479,5.6786503e-10
1.1136911,1.0985366,0.01515448,1.1855789e-08
1.1364999,1.0985621,0.037937734,5.6423763e-09
1.1080551,1.0985707,0.00948443,7.042848e-09
1.1239249,1.0985756,0.025349287,8.294526e-09
1.1061478,1.0985602,0.007587539,5.821914e-09
1.1738805,1.0985178,0.07536271,4.9355564e-10
1.1738722,1.0985096,0.07536264,1.0098821e-08
1.1175212,1.0985523,0.018968808,1.0840516e-08
1.1137013,1.0985469,0.015154422,8.170393e-09
1.1364594,1.0985217,0.03793759,5.6017555e-11
1.1036009,1.0985402,0.0050606383,4.468642e-09
1.1029739,1.0985125,0.004461458,8.930573e-09
1.1175356,1.0985668,0.018968783,8.726576e-11
1.1112411,1.0985953,0.012645851,1.2907554e-08
1.1365328,1.0985953,0.03793755,1.6513976e-08
1.1239437,1.0985945,0.025349166,1.8477808e-10
1.1070186,1.0985944,0.008424192,1.5401426e-08
1.1049184,1.0985955,0.0063229185,2.458959e-11
1.1239442,1.098595,0.025349155,7.701209e-12
1.1239449,1.0985957,0.025349146,6.1154775e-09
1.1365324,1.0985949,0.037937477,6.351758e-11
1.1239442,1.098595,0.025349122,2.5864328e-11
