1.1242106,1.0988148,0.025395714,4.719034e-32,1.9093057e-32
1.1547394,1.0989792,0.055760115,2.02072e-32,1.2004607e-32
1.1270345,1.0991166,0.027917946,2.5559112e-32,5.4943414e-33
1.1135173,1.0988184,0.014698907,4.9734813e-31,1.4011085e-32
1.110506,1.0988736,0.011632463,8.31677e-33,1.9084659e-32
1.122442,1.0991771,0.02326492,3.6084448e-33,9.986335e-33
1.1390718,1.0991503,0.039921485,7.704688e-33,7.251038e-34
1.1110816,1.0989398,0.012141788,9.806952e-33,9.794315e-33
1.1187588,1.0988175,0.019941317,9.7511305e-33,9.1224004e-33
1.1453466,1.0988169,0.046529714,4.3603705e-32,1.5577409e-33
1.1545873,1.0988276,0.055759724,1.2118983e-32,7.6551154e-34
1.0990705,1.0990705,0.0,8.7661154e-33,0.0
1.1242163,1.0988208,0.025395475,2.1955072e-32,1.7087646e-32
1.154726,1.0989665,0.055759598,9.073e-32,1.5664344e-33
1.1270405,1.0991228,0.027917689,2.067326e-30,1.1643121e-32
1.1135188,1.0988201,0.014698772,9.307945e-33,1.682016e-33
1.1105142,1.0988818,0.011632356,1.4796434e-32,8.146173e-33
1.1224339,1.0991693,0.023264706,8.2165064e-33,5.9334943e-33
1.1390474,1.0991262,0.03992112,3.4400177e-33,3.0767078e-32
1.1110655,1.0989238,0.012141676,3.9932737e-31,2.6845534e-33
1.1187593,1.0988182,0.019941133,4.0108202e-32,1.9475297e-33
1.1453516,1.0988224,0.046529282,2.4098573e-32,6.9084923e-34
1.1545758,1.0988166,0.055759203,2.552122e-32,5.6370714e-33
1.0990645,1.0990645,0.0,9.0412994e-33,0.0
1.1242057,1.0988104,0.025395242,4.2806447e-32,4.232784e-33
1.1547308,1.0989717,0.055759083,2.0163887e-31,4.9680046e-34
1.127023,1.0991056,0.027917428,2.2389947e-32,2.3885107e-33
1.1135101,1.0988115,0.014698635,1.3145453e-32,4.0883684e-34
1.1104964,1.0988642,0.011632248,9.958098e-33,1.0674426e-32
1.1224322,1.0991677,0.02326449,7.917006e-33,9.741113e-33
